FEN,EVAL
rnbqk2r/pp1p1ppp/2pQ1n2/8/4p3/2N1P3/PPP2PPP/R1B1KBNR b KQkq - 0 6,386.0
r1bqk2r/pp1p1ppp/n1pQ1n2/8/4p3/2N1P3/PPP2PPP/R1B1KBNR w KQkq - 1 7,484.0
r1bqk2r/pp1p1ppp/B1pQ1n2/8/4p3/2N1P3/PPP2PPP/R1B1K1NR b KQkq - 0 7,333.0
r1bqk2r/p2p1ppp/p1pQ1n2/8/4p3/2N1P3/PPP2PPP/R1B1K1NR w KQkq - 0 8,529.0
r1bq1k1r/p2p1ppp/p1p2n2/4Q3/4p3/2N1P3/PPP2PPP/R1B1K1NR w KQ - 2 9,488.0
r1bq1k1r/p2p1ppp/p1p2n2/4Q3/4N3/4P3/PPP2PPP/R1B1K1NR b KQ - 0 9,396.0
r1bq1k1r/p2p1ppp/p1p5/4Q3/4n3/4P3/PPP2PPP/R1B1K1NR w KQ - 0 10,145.0
r1bq1k1r/p2p1ppp/p1p5/8/4Q3/4P3/PPP2PPP/R1B1K1NR b KQ - 0 10,419.0
r1bq1k1r/p4ppp/p1p5/3p4/4Q3/4P3/PPP2PPP/R1B1K1NR w KQ - 0 11,508.0
r1bq1k1r/p4ppp/p1p5/3p4/8/3QP3/PPP2PPP/R1B1K1NR b KQ - 1 11,500.0
r1bq3r/p3kppp/p1p5/3p4/8/3QP3/PPP2PPP/R1B1K1NR w KQ - 2 12,625.0
r1bqk2r/p4ppp/p1p5/3p4/8/Q3P3/PPP2PPP/R1B1K1NR w KQ - 4 13,558.0
r1bqk2r/p4ppp/p1p5/3p4/8/Q3PN2/PPP2PPP/R1B1K2R b KQ - 5 13,480.0
r2qk2r/p4ppp/p1p5/3p4/6b1/Q3PN2/PPP2PPP/R1B1K2R w KQ - 6 14,546.0
r2qk2r/p4ppp/p1p5/3pN3/6b1/Q3P3/PPP2PPP/R1B1K2R b KQ - 7 14,470.0
r2qk2r/p4ppp/p1p1b3/3pN3/8/Q3P3/PPP2PPP/R1B1K2R w KQ - 8 15,561.0
r2qk2r/p4ppp/p1N1b3/3p4/8/Q3P3/PPP2PPP/R1B1K2R b KQ - 0 15,389.0
r3k2r/p1q2ppp/p1N1b3/3p4/8/Q3P3/PPP2PPP/R1B1K2R w KQ - 1 16,442.0
r3k2r/p1q2ppp/p3b3/3p4/3N4/Q3P3/PPP2PPP/R1B1K2R b KQ - 2 16,615.0
r6r/p1qk1ppp/p3b3/3p4/3N4/Q3P3/PPP2PPP/R1B1K2R w KQ - 3 17,732.0
r2k3r/p1q2ppp/p3b3/3p4/Q2N4/4P3/PPP2PPP/R1B1K2R w KQ - 5 18,720.0
r2k3r/p1q2ppp/Q3b3/3p4/3N4/4P3/PPP2PPP/R1B1K2R b KQ - 0 18,593.0
r2kr3/p1q2ppp/Q3b3/3p4/3N4/4P3/PPP2PPP/R1B1K2R w KQ - 1 19,712.0
r2kr3/p1q2ppp/Q3b3/3p4/3N4/4P3/PPP2PPP/R1B2RK1 b - - 2 19,592.0
r3r3/p1q1kppp/Q3b3/3p4/3N4/4P3/PPP2PPP/R1B2RK1 w - - 3 20,707.0
r3r3/p1q2ppp/4bk2/3p4/3N4/Q3P3/PPP2PPP/R1B2RK1 w - - 5 21,748.0
r3r3/p1q2ppp/4bk2/3p4/3NP3/Q7/PPP2PPP/R1B2RK1 b - - 0 21,669.0
r3r3/p1q2p1p/4bkp1/3p4/3NP3/Q7/PPP2PPP/R1B2RK1 w - - 0 22,790.0
r3r3/p1q2p1p/4bkp1/1N1p4/4P3/Q7/PPP2PPP/R1B2RK1 b - - 1 22,634.0
r3r3/p4p1p/1q2bkp1/1N1p4/4P3/Q7/PPP2PPP/R1B2RK1 w - - 2 23,717.0
r3r3/p3kp1p/1q2b1p1/1N1p4/4P3/2Q5/PPP2PPP/R1B2RK1 w - - 4 24,735.0
r3r3/p1q1kp1p/4b1p1/1N1p4/4P3/8/PPP2PPP/R1B2RK1 w - - 0 25,100.0
r3r3/p1N1kp1p/4b1p1/3p4/4P3/8/PPP2PPP/R1B2RK1 b - - 0 25,622.0
r1r5/p1N1kp1p/4b1p1/3p4/4P3/8/PPP2PPP/R1B2RK1 w - - 1 26,678.0
N1r5/p3kp1p/4b1p1/3p4/4P3/8/PPP2PPP/R1B2RK1 b - - 0 26,474.0
r7/p3kp1p/4b1p1/3p4/4P3/8/PPP2PPP/R1B2RK1 w - - 0 27,671.0
r7/p3kp1p/4b1p1/3P4/8/8/PPP2PPP/R1B2RK1 b - - 0 27,527.0
r7/p3kp1p/6p1/3b4/8/8/PPP2PPP/R1B2RK1 w - - 0 28,628.0
r7/p3kp1p/6p1/3b4/8/2P5/PP3PPP/R1B2RK1 b - - 0 28,561.0
r4k2/p4p1p/6p1/3b4/8/2P5/PP3PPP/R1B2RK1 w - - 1 29,623.0
r5k1/p4p1p/6pB/3b4/8/2P5/PP3PPP/R4RK1 w - - 3 30,588.0
r5k1/p4p1p/6pB/3b4/8/P1P5/1P3PPP/R4RK1 b - - 0 30,498.0
r5k1/p6p/5ppB/3b4/8/P1P5/1P3PPP/R4RK1 w - - 0 31,574.0
r5k1/p6p/5ppB/3b4/8/P1P4P/1P3PP1/R4RK1 b - - 0 31,474.0
r7/p4k1p/5ppB/3b4/8/P1P4P/1P3PP1/R4RK1 w - - 1 32,540.0
r7/p4k1p/5pp1/3b4/8/P1P1B2P/1P3PP1/R4RK1 b - - 2 32,511.0
r7/p4k1p/5p2/3b2p1/8/P1P1B2P/1P3PP1/R4RK1 w - - 0 33,579.0
r7/p4k1p/5p2/3b2p1/3B4/P1P4P/1P3PP1/R4RK1 b - - 1 33,497.0
r7/p6p/5pk1/3b2p1/3B4/P1P4P/1P3PP1/R4RK1 w - - 2 34,544.0
r7/p6p/5pk1/3b2p1/3B4/P1P4P/1P3PP1/4RRK1 b - - 3 34,434.0
r7/p6p/5pk1/6p1/2bB4/P1P4P/1P3PP1/4RRK1 w - - 4 35,475.0
r7/p6p/4Rpk1/6p1/2bB4/P1P4P/1P3PP1/5RK1 b - - 5 35,206.0
r7/p6p/4Rpk1/6p1/3B4/P1P4P/1P3PP1/5bK1 w - - 0 36,543.0
r7/p6p/5R2/6pk/3B4/P1P4P/1P3PP1/5bK1 w - - 1 37,684.0
r7/p6p/5R2/6pk/3B4/P1P4P/1P3PP1/5K2 b - - 0 37,613.0
1r6/p6p/5R2/6pk/3B4/P1P4P/1P3PP1/5K2 w - - 1 38,678.0
1r6/p6p/5R2/6pk/1P1B4/P1P4P/5PP1/5K2 b - - 0 38,636.0
2r5/p6p/5R2/6pk/1P1B4/P1P4P/5PP1/5K2 w - - 1 39,742.0
2r5/p6p/4R3/6pk/1P1B4/P1P4P/5PP1/5K2 b - - 2 39,629.0
2r5/p7/4R2p/6pk/1P1B4/P1P4P/5PP1/5K2 w - - 0 40,763.0
2r5/p7/4R2p/6pk/1P1B4/P1P4P/4KPP1/8 b - - 1 40,606.0
2r5/8/p3R2p/6pk/1P1B4/P1P4P/4KPP1/8 w - - 0 41,732.0
2r5/8/p3R2p/6pk/1P1B4/P1P2K1P/5PP1/8 b - - 1 41,551.0
5r2/8/p3R2p/6pk/1P1B4/P1P3KP/5PP1/8 b - - 3 42,570.0
3r4/8/p3R2p/6pk/1P1B4/P1P3KP/5PP1/8 w - - 4 43,697.0
3r4/8/p3R2p/6pk/1P1B4/P1P2K1P/5PP1/8 b - - 5 43,517.0
8/8/p3R2p/3r2pk/1P1B4/P1P2K1P/5PP1/8 w - - 6 44,748.0
8/8/p3R2p/3r2p1/1P1B2Pk/P1P2K1P/5P2/8 w - - 1 45,782.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,27.0
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,24.0
rnbqkbnr/pp1ppppp/8/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,6.0
r1bqkbnr/pp1ppppp/2n5/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,9.0
r1bqkbnr/pp1ppppp/2n5/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,4.0
r1bqkbnr/pp1p1ppp/2n1p3/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,18.0
r1bqkbnr/pp1p1ppp/2n1p3/2p5/2BPP3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 4,16.0
r1bqkbnr/pp3ppp/2n1p3/2pp4/2BPP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5,5.0
r1bqkbnr/pp3ppp/2n1p3/2pP4/2BP4/5N2/PPP2PPP/RNBQK2R b KQkq - 0 5,70.0
r1bqkbnr/pp3ppp/2n5/2pp4/2BP4/5N2/PPP2PPP/RNBQK2R w KQkq - 0 6,20.0
r1bqkbnr/pp3ppp/2n5/1Bpp4/3P4/5N2/PPP2PPP/RNBQK2R b KQkq - 1 6,-4.0
r1bqkbnr/pp3ppp/2n5/1B1p4/2pP4/5N2/PPP2PPP/RNBQK2R w KQkq - 0 7,17.0
r1bqkbnr/pp3ppp/2n5/1B1pN3/2pP4/8/PPP2PPP/RNBQK2R b KQkq - 1 7,10.0
r2qkbnr/pp1b1ppp/2n5/1B1pN3/2pP4/8/PPP2PPP/RNBQK2R w KQkq - 2 8,56.0
r2qkbnr/pp1N1ppp/2n5/1B1p4/2pP4/8/PPP2PPP/RNBQK2R b KQkq - 0 8,81.0
r3kbnr/pp1N1ppp/2n5/qB1p4/2pP4/2P5/PP3PPP/RNBQK2R b KQkq - 0 9,141.0
r3kbnr/pp1N1ppp/2n5/1q1p4/2pP4/2P5/PP3PPP/RNBQK2R w KQkq - 0 10,18.0
r3kbnr/pp3ppp/2n5/1q1pN3/2pP4/2P5/PP3PPP/RNBQK2R b KQkq - 1 10,11.0
r3kbnr/pp3ppp/8/1q1pn3/2pP4/2P5/PP3PPP/RNBQK2R w KQkq - 0 11,-76.0
r3kbnr/pp3ppp/8/1q1pP3/2p5/2P5/PP3PPP/RNBQK2R b KQkq - 0 11,-8.0
2kr1bnr/pp3ppp/8/1q1pP3/2p5/2P5/PP3PPP/RNBQK2R w KQ - 1 12,28.0
2kr1bnr/pp3ppp/8/1q1pP3/2p5/2P5/PP3PPP/RNBQ1RK1 b - - 2 12,60.0
2kr2nr/pp3ppp/8/1qbpP3/2p5/2P5/PP3PPP/RNBQ1RK1 w - - 3 13,78.0
2kr2nr/pp1q1ppp/8/2bpP3/2p3Q1/2P5/PP3PPP/RNB2RK1 w - - 5 14,10.0
2k3nr/pp1r1ppp/8/2bpP3/2p5/2P5/PP3PPP/RNB2RK1 w - - 0 15,-23.0
2k3nr/pp1r1ppp/8/2bpP3/2p2B2/2P5/PP3PPP/RN3RK1 b - - 1 15,-34.0
2k4r/pp1rnppp/8/2bpP3/2p2B2/2P5/PP3PPP/RN3RK1 w - - 2 16,-62.0
2k4r/pp1rnppp/8/2bpP3/2p2B2/2P5/PP1N1PPP/R4RK1 b - - 3 16,-32.0
2k4r/pp1rnppp/8/2b1P3/2pp1B2/2P5/PP1N1PPP/R4RK1 w - - 0 17,47.0
2k4r/pp1rnppp/8/2b1P3/2pP1B2/8/PP1N1PPP/R4RK1 b - - 0 17,48.0
2k4r/pp2nppp/8/2b1P3/2pr1B2/8/PP1N1PPP/R4RK1 w - - 0 18,3.0
2k4r/pp2nppp/8/2b1P3/2pr4/4B3/PP1N1PPP/R4RK1 b - - 1 18,112.0
2k4r/pp2nppp/8/2brP3/2p5/4B3/PP1N1PPP/R4RK1 w - - 2 19,39.0
2k4r/pp2nppp/8/2BrP3/2p5/8/PP1N1PPP/R4RK1 b - - 0 19,101.0
2k4r/pp2nppp/8/2r1P3/2p5/8/PP1N1PPP/R4RK1 w - - 0 20,3.0
2k4r/pp2nppp/8/2r1P3/2p1N3/8/PP3PPP/R4RK1 b - - 1 20,9.0
2k4r/pp2nppp/8/4r3/2p1N3/8/PP3PPP/R4RK1 w - - 0 21,-52.0
1k5r/pp2nppp/3N4/4r3/2p5/8/PP3PPP/R4RK1 w - - 2 22,39.0
1k5r/pp2nNpp/8/4r3/2p5/8/PP3PPP/R4RK1 b - - 0 22,250.0
1kr5/pp2nNpp/8/4r3/2p5/8/PP3PPP/R4RK1 w - - 1 23,170.0
1kr5/pp2n1pp/8/4N3/2p5/8/PP3PPP/R4RK1 b - - 0 23,527.0
1kr5/pp4pp/6n1/4N3/2p5/8/PP3PPP/R4RK1 w - - 1 24,594.0
k1r5/pp1N2pp/6n1/8/2p5/8/PP3PPP/R4RK1 w - - 3 25,577.0
k1r5/pp1N2pp/6n1/8/2p5/8/PP3PPP/3R1RK1 b - - 4 25,511.0
k1r5/pp1N2pp/8/8/2p2n2/8/PP3PPP/3R1RK1 w - - 5 26,615.0
k1r5/pp1N2pp/3R4/8/2p2n2/8/PP3PPP/5RK1 b - - 6 26,347.0
k1r5/p2N2pp/1p1R4/8/2p2n2/8/PP3PPP/5RK1 w - - 0 27,585.0
k1r5/p2N2pp/1p1R4/8/P1p2n2/8/1P3PPP/5RK1 b - - 0 27,375.0
k1r5/p2N2pp/1p1R4/8/P1p5/3n4/1P3PPP/5RK1 w - - 1 28,539.0
k1r5/p2N2pp/1p6/3R4/P1p5/3n4/1P3PPP/5RK1 b - - 2 28,365.0
k1r5/p2N2pp/1p6/3R4/P1p5/8/1n3PPP/5RK1 w - - 0 29,422.0
k1r5/p2N2pp/1p6/3R4/P1p5/8/1n3PPP/R5K1 b - - 1 29,291.0
k1r5/p2N2pp/1p6/3R4/P7/2p5/1n3PPP/R5K1 w - - 0 30,394.0
k1r5/p2N2pp/1p6/P2R4/8/2p5/1n3PPP/R5K1 b - - 0 30,252.0
k1r5/p2N2pp/8/Pp1R4/8/2p5/1n3PPP/R5K1 w - - 0 31,345.0
k1r5/p2N2pp/8/Pp1R4/8/2p4P/1n3PP1/R5K1 b - - 0 31,191.0
k1r5/p2N2pp/8/P2R4/1p6/2p4P/1n3PP1/R5K1 w - - 0 32,252.0
k1r5/6pp/1p6/P2R4/1p6/2p4P/1n3PP1/R5K1 w - - 0 33,-75.0
2r5/1k4pp/1P6/3R4/1p6/2p4P/1n3PP1/R5K1 w - - 1 34,-133.0
2r5/3R2pp/1k6/8/1p6/2p4P/1n3PP1/R5K1 w - - 0 35,-254.0
2r5/6pp/3R4/2k5/1p6/2p4P/1n3PP1/R5K1 w - - 2 36,-315.0
2r5/6pp/4R3/2k5/1p6/2p4P/1n3PP1/R5K1 b - - 3 36,-392.0
2r5/6pp/4R3/8/1pk5/2p4P/1n3PP1/R5K1 w - - 4 37,-361.0
2r5/6pp/8/8/1pk5/2p4P/1n2RPP1/R5K1 b - - 5 37,-434.0
2r5/6pp/8/8/1pk5/2pn3P/4RPP1/R5K1 w - - 6 38,-395.0
2r5/6pp/8/8/1pk5/2pn3P/2R2PP1/R5K1 b - - 7 38,-514.0
2r5/6pp/8/8/2k5/1ppn3P/2R2PP1/R5K1 w - - 0 39,-468.0
2r5/6pp/8/1k6/R7/1ppn3P/2R2PP1/6K1 w - - 2 40,-404.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,27.0
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,24.0
rnbqkbnr/pp1ppppp/8/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,6.0
r1bqkbnr/pp1ppppp/2n5/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,9.0
r1bqkbnr/pp1ppppp/2n5/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,4.0
r1bqkbnr/pp2pppp/2np4/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,33.0
r1bqkbnr/pp2pppp/2np4/2p5/2BPP3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 4,47.0
r1bqkbnr/pp2pppp/2np4/8/2BpP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5,-25.0
r1bqkbnr/pp2pppp/2np4/8/2BNP3/8/PPP2PPP/RNBQK2R b KQkq - 0 5,28.0
r1bqkbnr/pp2pppp/3p4/4n3/2BNP3/8/PPP2PPP/RNBQK2R w KQkq - 1 6,73.0
r1bqkbnr/pp2pppp/3p4/4n3/3NP3/1B6/PPP2PPP/RNBQK2R b KQkq - 2 6,70.0
r2qkbnr/pp2pppp/3p4/4n3/3NP1b1/1B6/PPP2PPP/RNBQK2R w KQkq - 3 7,94.0
r2qkbnr/pp2pppp/3p4/4n3/3NP1b1/1B3P2/PPP3PP/RNBQK2R b KQkq - 0 7,106.0
r2qkbnr/pp2pppp/3p4/4n2b/3NP3/1B3P2/PPP3PP/RNBQK2R w KQkq - 1 8,192.0
r2qkbnr/pp2pppp/3p4/4n2b/3NP3/1BN2P2/PPP3PP/R1BQK2R b KQkq - 2 8,177.0
r2qkb1r/pp2pppp/3p1n2/4n2b/3NP3/1BN2P2/PPP3PP/R1BQK2R w KQkq - 3 9,159.0
r2qkb1r/pp2pppp/3p1n2/4n2b/3NP3/1BNQ1P2/PPP3PP/R1B1K2R b KQkq - 4 9,68.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,27.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,13.0
rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,2.0
rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,7.0
rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3,-10.0
rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4,-4.0
rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4,-7.0
rnbqkb1r/p2p1ppp/2p2n2/1p2p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5,26.0
rnbqkb1r/p2p1ppp/2p2n2/1p2p3/4P3/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 1 5,-7.0
rnbqkb1r/p2p1pp1/2p2n1p/1p2p3/4P3/2N2N2/PPPPBPPP/R1BQK2R w KQkq - 0 6,22.0
rnbqkb1r/p2p1pp1/2p2n1p/1p2N3/4P3/2N5/PPPPBPPP/R1BQK2R b KQkq - 0 6,130.0
rnbqkb1r/p4pp1/2pp1n1p/1p2N3/4P3/2N5/PPPPBPPP/R1BQK2R w KQkq - 0 7,109.0
rnbqkb1r/p4pp1/2pp1n1p/1p6/4P3/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 1 7,168.0
rnbqk2r/p3bpp1/2pp1n1p/1p6/4P3/2N2N2/PPPPBPPP/R1BQK2R w KQkq - 2 8,197.0
rnbqk2r/p3bpp1/2pp1n1p/1p6/4P3/2N2N2/PPPPBPPP/R1BQ1RK1 b kq - 3 8,180.0
rnbq1rk1/p3bpp1/2pp1n1p/1p6/4P3/2N2N2/PPPPBPPP/R1BQ1RK1 w - - 4 9,182.0
rnbq1rk1/p3bpp1/2pp1n1p/1p2P3/8/2N2N2/PPPPBPPP/R1BQ1RK1 b - - 0 9,123.0
rnbq1rk1/p3bpp1/2p2n1p/1p2p3/8/2N2N2/PPPPBPPP/R1BQ1RK1 w - - 0 10,-9.0
rnbq1rk1/p3bpp1/2p2n1p/1p2N3/8/2N5/PPPPBPPP/R1BQ1RK1 b - - 0 10,80.0
rn1q1rk1/pb2bpp1/2p2n1p/1p2N3/8/2N5/PPPPBPPP/R1BQ1RK1 w - - 1 11,106.0
rn1q1rk1/pb2bpp1/2p2n1p/1p2N3/3P4/2N5/PPP1BPPP/R1BQ1RK1 b - - 0 11,107.0
rn1q1rk1/pb3pp1/2p2n1p/1p2N3/1b1P4/2N5/PPP1BPPP/R1BQ1RK1 w - - 1 12,155.0
rn1q1rk1/pb3pp1/2p2n1p/1p2N3/1b1P4/2N1B3/PPP1BPPP/R2Q1RK1 b - - 2 12,130.0
rn1q1rk1/pb3pp1/2p2n1p/1p2N3/3P4/2b1B3/PPP1BPPP/R2Q1RK1 w - - 0 13,27.0
rn1q1rk1/pb3pp1/2p2n1p/1p2N3/3P4/2P1B3/P1P1BPPP/R2Q1RK1 b - - 0 13,149.0
rn1q1rk1/1b3pp1/2p2n1p/pp2N3/3P4/2P1B3/P1P1BPPP/R2Q1RK1 w - - 0 14,183.0
rn1q1rk1/1b3pp1/2p2n1p/pp6/3P4/2P1BN2/P1P1BPPP/R2Q1RK1 b - - 1 14,95.0
rn1q1rk1/1b3pp1/2p4p/pp6/3Pn3/2P1BN2/P1P1BPPP/R2Q1RK1 w - - 2 15,113.0
rn1q1rk1/1b3pp1/2p4p/pp6/3Pn3/2PBBN2/P1P2PPP/R2Q1RK1 b - - 3 15,115.0
rn1q1rk1/1b3pp1/2p4p/pp6/3P4/2nBBN2/P1P2PPP/R2Q1RK1 w - - 0 16,20.0
rn1q1rk1/1b3pp1/2p4p/pp6/3P4/2nBBN2/P1PQ1PPP/R4RK1 b - - 1 16,40.0
rn1q1rk1/1b3pp1/2p4p/pp1n4/3P4/3BBN2/P1PQ1PPP/R4RK1 w - - 2 17,74.0
rn1q1rk1/1b3pp1/2p4B/pp1n4/3P4/3B1N2/P1PQ1PPP/R4RK1 b - - 0 17,147.0
rn1q1rk1/1b3p2/2p4p/pp1n4/3P4/3B1N2/P1PQ1PPP/R4RK1 w - - 0 18,67.0
rn1q1rk1/1b3p2/2p4Q/pp1n4/3P4/3B1N2/P1P2PPP/R4RK1 b - - 0 18,192.0
rn3rk1/1b3p2/2p2q1Q/pp1n4/3P4/3B1N2/P1P2PPP/R4RK1 w - - 1 19,119.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,27.0
rnbqkbnr/1ppppppp/p7/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,52.0
rnbqkbnr/1ppppppp/p7/8/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,26.0
rnbqkbnr/1ppp1ppp/p3p3/8/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,43.0
rnbqkbnr/1ppp1ppp/p3p3/8/2BPP3/8/PPP2PPP/RNBQK1NR b KQkq - 0 3,36.0
rnbqkbnr/2pp1ppp/p3p3/1p6/2BPP3/8/PPP2PPP/RNBQK1NR w KQkq - 0 4,51.0
rnbqkbnr/2pp1ppp/p3p3/1p6/3PP3/3B4/PPP2PPP/RNBQK1NR b KQkq - 1 4,43.0
rn1qkbnr/1bpp1ppp/p3p3/1p6/3PP3/3B4/PPP2PPP/RNBQK1NR w KQkq - 2 5,48.0
rn1qkbnr/1bpp1ppp/p3p3/1p6/3PP3/2NB4/PPP2PPP/R1BQK1NR b KQkq - 3 5,28.0
rn1qkb1r/1bpp1ppp/p3pn2/1p6/3PP3/2NB4/PPP2PPP/R1BQK1NR w KQkq - 4 6,41.0
rn1qkb1r/1bpp1ppp/p3pn2/1p2P3/3P4/2NB4/PPP2PPP/R1BQK1NR b KQkq - 0 6,59.0
rn1qkb1r/1bpp1ppp/p3p3/1p1nP3/3P4/2NB4/PPP2PPP/R1BQK1NR w KQkq - 1 7,38.0
rn1qkb1r/1bpp1ppp/p3p3/1p1nP3/3P4/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 2 7,31.0
rn1qk2r/1bpp1ppp/p3p3/1p1nP3/1b1P4/2NB1N2/PPP2PPP/R1BQK2R w KQkq - 3 8,20.0
rn1qk2r/1bpp1ppp/p3p3/1p1nP3/1b1P4/2NB1N2/PPPB1PPP/R2QK2R b KQkq - 4 8,14.0
rn1qk2r/1bpp1ppp/p3p3/1p1nP3/3P4/2bB1N2/PPPB1PPP/R2QK2R w KQkq - 0 9,-158.0
rn1qk2r/1bpp1ppp/p3p3/1p1nP3/3P4/2PB1N2/P1PB1PPP/R2QK2R b KQkq - 0 9,32.0
rn1q1rk1/1bpp1ppp/p3p3/1p1nP3/3P4/2PB1N2/P1PB1PPP/R2QK2R w KQ - 1 10,89.0
rn1q1rk1/1bpp1ppp/p3p3/1p1nP3/3P4/2PB1N2/P1PB1PPP/R2Q1RK1 b - - 2 10,62.0
rn1q1rk1/1bpp2pp/p3pp2/1p1nP3/3P4/2PB1N2/P1PB1PPP/R2Q1RK1 w - - 0 11,89.0
rn1q1rk1/1bpp2pp/p3pP2/1p1n4/3P4/2PB1N2/P1PB1PPP/R2Q1RK1 b - - 0 11,97.0
rn1q1rk1/1bpp2pp/p3pn2/1p6/3P4/2PB1N2/P1PB1PPP/R2Q1RK1 w - - 0 12,48.0
rn1q1rk1/1bpp2pp/p3pn2/1p2N3/3P4/2PB4/P1PB1PPP/R2Q1RK1 b - - 1 12,50.0
rn1q1rk1/1bp3pp/p2ppn2/1p2N3/3P4/2PB4/P1PB1PPP/R2Q1RK1 w - - 0 13,26.0
rn1q1rk1/1bp3pp/p2ppn2/1p6/3P2N1/2PB4/P1PB1PPP/R2Q1RK1 b - - 1 13,32.0
rnbq1rk1/2p3pp/p2ppn2/1p6/3P2N1/2PB4/P1PB1PPP/R2Q1RK1 w - - 2 14,118.0
rnbq2k1/2p3pp/p2ppr2/1p6/3P4/2PB4/P1PB1PPP/R2Q1RK1 w - - 0 15,214.0
rnbq2k1/2p3pp/p2ppr2/1p6/3P2Q1/2PB4/P1PB1PPP/R4RK1 b - - 1 15,145.0
rnbq2k1/2p3pp/p2p1r2/1p2p3/3P2Q1/2PB4/P1PB1PPP/R4RK1 w - - 0 16,193.0
rnbq2k1/2p3pp/p2p1r2/1p2p3/3P3Q/2PB4/P1PB1PPP/R4RK1 b - - 1 16,236.0
rnbq2k1/2p3p1/p2p1r1p/1p2p3/3P3Q/2PB4/P1PB1PPP/R4RK1 w - - 0 17,199.0
rnbq2k1/2p3p1/p2p1r1p/1p2P3/7Q/2PB4/P1PB1PPP/R4RK1 b - - 0 17,285.0
rnbq2k1/2p3p1/p4r1p/1p2p3/7Q/2PB4/P1PB1PPP/R4RK1 w - - 0 18,190.0
rnbq2k1/2p3p1/p4r1p/1p2p3/7Q/2PB4/P1PB1PPP/4RRK1 b - - 1 18,141.0
rnb3k1/2p1q1p1/p4r1p/1p2p3/7Q/2PB4/P1PB1PPP/4RRK1 w - - 2 19,240.0
rnb3k1/2p1q1p1/p4r1p/1p2p3/4B2Q/2P5/P1PB1PPP/4RRK1 b - - 3 19,186.0
1nb3k1/r1p1q1p1/p4r1p/1p2p3/4B2Q/2P5/P1PB1PPP/4RRK1 w - - 4 20,237.0
1nb3k1/r1p1q1p1/p4r1p/1p2p3/4B2Q/2P1B3/P1P2PPP/4RRK1 b - - 5 20,227.0
1nb3k1/r3q1p1/p4r1p/1pp1p3/4B2Q/2P1B3/P1P2PPP/4RRK1 w - - 0 21,214.0
1n4k1/r3q1p1/p3br1p/1ppBp3/7Q/2P1B3/P1P2PPP/4RRK1 w - - 2 22,137.0
1n4k1/r5p1/p3qr1p/1pp1p3/7Q/2P1B3/P1P2PPP/4RRK1 w - - 0 23,35.0
1n4k1/r5p1/p3qr1p/1pp1p3/7Q/2P1B3/P1P2PPP/3R1RK1 b - - 1 23,5.0
